"";"Omrade";"Kön";"Ålder";"Sysselsättning";"Utbildningsnivå";"År";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parker...grönområden";"Mångfald.i.bostadsutbudet";"Levandegöra.gemensamma.platser";"Kommunikationer";"Kultur...fritid";"Utbildning";"Omsorg";"Skolan";"Trygghet";"Ekologisk.hållbarhet";"Motsättning.1";"Motsättning.2";"Motsättning.3"
"353";"Skälby";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;5;5;9;7;9;9;9;6;3;6;8;6;7;7;7;7;7;7;7;13;11;11;5;14;11;10;10;10;10;13;13;13;12;6;6;13;13;6;13;10;8;14;7;7;7;7;7;7;7;4;4;4;7;8;11;11;11;10;4;4;4;2
"354";"Sigma/Apoteksskogen";"Man";"55-64";"Förvärvsarbetande (anställd)";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;2;2;2
"355";"Odenslunda";"Kvinna";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";9;11;8;11;8;11;11;11;8;3;3;4;5;4;5;11;10;7;11;7;10;9;7;10;14;9;9;10;14;14;14;9;14;8;3;4;10;9;3;12;14;13;3;8;7;13;12;14;14;14;7;8;7;14;12;13;13;10;14;9;4;9;10
"356";"Eds Glesbygd";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;4;6;8;7;8;7;5;2;4;9;6;7;8;7;3;4;4;9;8;8;8;8;5;7;4;9;9;11;8;9;8;9;7;2;14;11;11;3;10;6;6;15;7;7;8;8;8;9;8;4;3;6;5;4;9;9;9;9;9;11;12;6
"357";"Sigma/Apoteksskogen";"Kvinna";"15-24";"Övrigt";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";6;6;7;7;7;5;9;7;7;7;6;9;7;7;7;5;9;7;7;7;9;7;7;7;7;9;7;7;7;7;8;10;7;7;12;15;7;7;13;7;9;7;13;7;7;5;7;7;7;7;3;2;1;2;0;0;0;0;0;0;7;7;7
"358";"Vilunda/Korpkulla";"Kvinna";"55-64";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";5;6;9;10;7;9;8;10;8;13;8;9;9;8;10;11;10;7;12;13;12;13;13;6;10;10;12;10;14;14;11;14;10;13;13;15;11;11;15;12;14;13;5;12;7;9;6;8;6;9;4;7;10;7;14;14;12;10;13;3;2;5;6
"359";"Sjukyrkoberget";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;5;11;9;5;14;14;6;4;11;13;14;1;7;7;9;6;11;6;14;12;9;14;5;10;8;9;6;13;13;5;11;6;8;2;14;9;10;14;8;8;10;12;5;8;9;5;10;12;7;5;2;2;10;8;9;5;7;5;2;7;6;8
"360";"Stallgatan";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";10;4;11;9;7;11;8;5;8;5;6;6;6;8;11;7;7;7;7;7;11;9;11;8;10;9;8;8;8;8;10;9;11;9;14;14;8;8;14;11;8;9;15;11;7;11;11;11;11;11;6;11;4;4;6;7;11;7;7;11;4;4;2
"361";"Sigma/Apoteksskogen";"Kvinna";"25-34";"Student";"Högskola/universitet";"10 år eller mer";14;12;11;8;7;14;12;7;0;7;7;13;14;12;7;9;13;14;5;8;14;5;9;11;12;13;2;9;14;8;5;11;12;13;6;15;13;14;7;10;14;6;6;13;7;11;7;12;14;13;2;9;10;12;9;14;3;14;12;3;10;6;2
"362";"Runby";"Man";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";14;8;8;8;14;9;9;5;5;0;7;7;7;7;7;10;6;10;5;5;14;6;14;6;7;7;7;7;7;7;9;9;7;9;14;14;8;7;15;7;8;7;15;9;7;7;7;9;9;9;5;12;6;7;14;13;10;13;9;8;4;9;8
"363";"Vilunda/Korpkulla";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;7;3;10;14;9;12;4;5;3;8;10;6;7;7;14;10;7;10;11;12;10;10;11;11;7;2;7;14;10;11;10;8;8;3;7;14;14;7;14;13;13;5;13;9;14;14;14;14;14;14;7;10;13;14;13;12;14;14;5;4;3;11
"364";"Runby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";13;6;7;8;11;11;11;9;7;4;7;8;9;7;7;8;5;9;7;10;12;8;9;7;8;9;6;9;10;10;8;11;8;9;14;14;11;9;14;6;8;6;12;6;7;9;7;11;10;8;6;3;2;4;5;10;8;9;7;11;4;10;6
"365";"Frestaby";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;3;9;10;7;8;6;8;11;7;14;8;5;9;11;9;14;8;9;10;8;6;9;6;10;14;2;8;9;11;6;6;9;10;6;14;9;10;4;8;14;8;5;6;6;8;14;6;13;12;8;1;9;10;5;11;12;13;14;6;4;11;10
"366";"Dragonvägen";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";12;2;12;12;12;14;8;9;5;8;6;5;6;10;11;8;9;8;7;7;9;9;6;7;7;11;2;8;10;8;9;8;10;8;14;3;9;9;14;7;9;9;12;8;1;6;4;6;10;7;8;8;2;10;1;10;8;10;4;1;8;7;8
"367";"Sjukyrkoberget";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";8;8;10;10;8;8;8;8;8;14;7;7;7;7;7;6;7;11;9;8;5;13;6;9;12;8;8;8;11;8;12;8;12;9;4;4;11;9;15;5;8;13;3;7;7;8;6;6;9;11;1;2;1;1;5;3;13;8;13;5;5;8;8
"368";"Johannesdal";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";4;11;11;11;7;6;2;10;8;14;9;10;8;11;8;8;8;8;10;8;6;4;5;4;4;14;14;14;14;14;13;6;13;6;5;7;14;7;13;7;11;11;3;7;7;6;9;6;6;7;1;1;1;8;5;11;11;12;12;0;2;2;8
"369";"Brunnby-Vik";"Kvinna";"55-64";"Pensionär";"Högskola/universitet";"10 år eller mer";8;10;9;12;11;9;11;6;8;4;6;5;9;9;9;10;6;6;6;10;8;6;6;6;9;11;6;8;14;10;6;11;10;12;14;3;12;12;3;5;10;10;2;6;1;8;8;8;11;8;3;3;1;7;7;10;10;10;4;10;9;10;8
"370";"Messingen/Optimus";"Annat/inget kön";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;11;11;11;11;11;6;6;11;4;8;5;7;8;6;11;11;11;11;8;9;7;8;8;11;8;11;11;11;7;10;10;10;2;4;11;11;3;11;11;14;2;7;7;11;11;11;8;11;11;6;10;12;3;12;12;12;13;9;8;6;6
"371";"Runby";"Man";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;6;12;5;11;13;12;14;8;0;7;0;0;0;10;7;14;7;7;7;7;10;14;9;0;14;13;0;14;12;7;11;14;7;6;7;13;14;13;14;10;7;6;7;7;14;7;14;7;14;0;5;0;6;0;13;14;14;12;14;4;4;4
"372";"Brunnby-Vik";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";13;0;12;10;4;5;9;13;13;14;7;12;9;14;14;4;14;7;3;14;9;7;7;7;7;14;14;5;7;5;7;7;7;7;12;7;7;7;13;7;9;14;13;2;14;14;5;6;14;7;0;0;0;14;0;9;7;9;14;14;6;6;10
"373";"Vilunda/Korpkulla";"Kvinna";"55-64";"Pensionär";"Högskola/universitet";"10 år eller mer";8;8;8;9;7;10;9;8;8;8;9;9;8;10;10;11;9;10;9;9;9;9;8;8;9;9;8;9;10;10;10;9;10;10;2;3;10;10;4;7;11;10;2;7;7;8;8;8;9;7;5;10;8;11;8;11;11;12;12;7;8;7;6
"374";"Hasselbacken";"Man";"65+";"Pensionär";"Högskola/universitet";"0-4 år";10;8;10;10;7;9;9;9;9;9;6;4;9;9;11;9;6;5;5;5;8;9;5;8;10;6;6;6;10;11;10;6;11;7;12;12;11;11;13;7;6;6;15;4;9;8;8;8;6;10;1;1;1;2;2;5;5;7;1;0;8;8;7
"375";"Sjukyrkoberget";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";8;8;7;7;9;10;8;8;7;7;8;9;10;10;8;8;8;10;10;9;10;9;10;8;10;10;9;10;11;11;13;12;8;13;12;15;12;9;4;14;12;9;3;8;8;8;8;8;10;7;1;4;1;8;12;9;4;12;6;2;9;6;10
"376";"Messingen/Optimus";"Man";"25-34";"Student";"Högskola/universitet";"0-4 år";4;7;12;9;3;9;13;4;7;12;13;0;12;11;0;7;7;14;7;14;14;14;7;0;9;11;8;10;14;9;3;14;7;13;11;12;14;10;14;0;13;11;12;0;8;10;4;13;10;11;4;5;4;14;12;12;9;12;6;10;2;2;3
"377";"Sigma/Apoteksskogen";"Man";"55-64";"Egen företagare";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;8;15;8;8;8;9;10;8;9;1;0;0;0;0;0;0;0;0;0;10;10;8
"378";"Södra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";8;6;10;7;7;10;8;6;0;7;7;7;7;7;7;7;7;7;7;7;3;3;3;3;3;10;10;9;14;14;10;10;13;14;2;15;14;14;11;8;10;12;14;14;9;14;8;12;9;10;0;1;2;7;1;14;13;14;4;5;12;5;9
"379";"Brunnby-Vik";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;8;11;11;7;12;7;12;9;3;7;9;7;7;10;7;7;9;10;8;7;11;7;7;7;11;8;11;14;14;7;12;7;12;12;13;11;11;13;6;9;10;13;7;7;10;14;7;7;7;9;12;8;10;8;10;10;10;10;8;11;10;9
"380";"Odenslunda";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;5;9;8;7;11;4;10;9;6;6;6;9;8;11;8;5;5;10;6;9;6;9;8;9;6;10;10;10;9;8;8;10;11;3;4;8;10;15;11;8;11;14;10;6;9;8;10;10;11;1;2;2;3;4;8;10;12;11;11;11;11;10
"381";"Stallgatan";"Kvinna";"55-64";"Pensionär";"Högskola/universitet";"10 år eller mer";12;9;4;11;11;10;10;4;8;4;9;9;4;9;6;9;11;5;10;10;11;6;11;4;7;13;3;13;14;14;9;12;12;12;4;5;12;11;12;13;11;9;3;8;4;10;8;10;7;7;6;7;3;7;4;7;7;7;7;4;11;8;6
"382";"Johannesdal";"Kvinna";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;11;10;10;7;13;9;9;3;10;7;9;11;12;7;8;9;8;10;13;11;9;14;10;13;6;12;12;13;14;12;12;14;12;3;15;14;14;6;12;12;11;5;7;13;14;12;13;13;14;8;10;8;11;7;14;13;13;10;14;8;8;9
"383";"Norra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";13;6;10;8;12;14;14;3;7;2;5;5;13;12;10;3;10;6;10;7;4;3;9;8;5;11;8;11;14;14;6;8;10;9;3;4;14;14;14;7;13;8;4;14;7;9;8;6;10;14;9;11;10;11;7;13;10;14;10;8;4;8;2
"384";"Messingen/Optimus";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";4;8;10;11;9;10;9;11;12;8;13;12;11;10;9;12;11;10;9;9;8;9;10;11;8;13;12;11;10;9;8;8;8;8;13;14;8;8;14;8;8;9;14;8;8;5;4;3;2;6;1;2;1;3;1;4;5;6;4;0;2;7;7
"385";"Odenslunda";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";11;10;6;10;6;10;12;9;4;0;12;5;4;8;11;14;2;5;11;7;8;9;6;9;1;10;9;8;11;11;11;11;11;10;2;3;12;9;14;14;14;14;5;14;3;12;13;11;14;12;13;1;10;12;11;7;8;6;14;13;4;4;11
"386";"Runby";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";7;7;7;7;7;11;7;7;0;14;6;8;14;7;7;7;9;11;7;14;7;7;7;7;7;7;7;7;14;10;7;7;7;14;12;13;7;7;13;7;14;8;13;7;7;7;14;7;11;11;8;12;10;14;9;1;1;1;13;7;2;2;2
"387";"Odenslunda";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Forskarutbildning";"0-4 år";8;4;8;8;10;6;6;9;8;10;7;7;7;7;7;4;8;11;4;9;10;4;8;4;7;11;10;10;11;10;6;6;6;6;3;4;11;7;13;7;11;7;13;7;7;9;9;9;9;9;2;2;2;7;2;7;2;8;4;4;8;9;9
"388";"Runby Backar/Lövsta";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";3;10;10;11;9;9;9;7;7;14;8;9;11;10;12;14;14;14;14;8;8;8;8;8;8;12;8;14;14;14;9;9;9;10;6;7;14;13;7;4;14;14;6;7;7;8;7;7;7;7;6;3;5;11;7;14;13;14;14;1;2;2;2
"389";"Odenslunda";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";11;8;7;10;11;10;8;8;8;7;11;6;7;8;7;11;8;7;9;7;8;7;14;5;6;10;6;9;14;12;10;11;10;11;12;13;14;12;15;8;9;14;2;7;6;13;7;12;14;14;10;1;2;12;3;14;7;14;13;11;11;8;6
"390";"Njursta";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"391";"Vilunda/Korpkulla";"Man";"45-54";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;13;7;7;7;7;9;7;7;7;7;7;7;7;7;7;7;7;7;0;6;0;0;0;14;7;7;14;14;0;0;14;7;6;7;14;14;7;7;14;14;3;13;7;14;14;14;8;14;0;3;2;11;0;13;13;13;14;14;8;8;8
"392";"Njursta";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";12;11;14;13;10;14;12;13;11;10;10;11;7;9;14;6;9;8;14;7;14;4;12;2;13;0;14;12;13;11;0;10;1;9;6;7;13;12;4;0;9;14;8;2;0;0;8;14;1;13;1;4;2;7;11;13;3;14;12;8;2;4;4
"393";"Dragonvägen";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";14;14;0;14;14;11;8;10;8;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;10;14;14;12;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;8;10;7;7;7;14;1;1;9;10;14;14;14;13;12;4;4;2
"394";"Odenslunda";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;11;12;8;10;13;5;10;5;13;8;9;10;9;12;10;14;6;12;9;10;9;7;12;13;10;12;11;14;13;8;9;12;11;6;7;13;11;15;6;14;12;5;6;8;14;8;6;9;14;7;10;12;11;13;12;9;14;14;12;10;11;9
"395";"Frestaby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;10;0;14;14;0;14;11;12;0;8;6;3;9;14;10;14;8;6;14;14;10;14;6;14;14;6;14;14;14;14;14;14;14;6;7;14;14;10;14;14;14;6;4;0;10;10;10;14;14;14;3;12;11;14;13;14;13;14;8;4;4;9
"396";"Frestaby";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";9;8;10;8;6;7;7;8;9;11;7;7;8;9;10;9;7;5;11;11;6;9;9;8;7;12;10;11;14;14;7;7;8;9;6;7;9;8;3;11;10;9;14;0;5;9;8;10;11;7;1;2;1;3;2;10;7;10;6;1;3;6;8
"397";"Runby";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";14;2;4;7;8;14;11;9;0;1;11;0;9;5;13;0;3;11;7;14;14;0;11;3;8;12;0;8;14;9;3;8;9;6;6;7;12;6;9;13;14;5;2;2;8;11;10;12;14;8;9;5;2;14;8;11;1;12;4;13;4;2;2
"398";"Södra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";11;8;9;10;13;10;9;6;6;8;6;8;6;6;6;8;6;4;11;14;8;5;9;11;10;11;6;9;14;14;3;8;4;9;11;12;14;14;14;11;8;8;15;10;5;10;4;9;11;14;3;6;12;12;3;10;4;9;4;5;7;11;11
"399";"Sjukyrkoberget";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";5;8;6;8;7;6;8;9;1;14;5;8;8;6;9;8;5;6;11;7;9;3;14;8;5;8;6;11;10;7;6;9;8;5;12;14;12;6;11;4;8;13;12;0;7;8;2;3;5;10;3;4;5;4;14;8;7;9;10;1;2;8;9
"400";"Frestaby";"Vill ej uppge";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";14;10;0;10;7;7;7;7;7;7;7;7;7;7;7;0;7;7;4;4;7;7;7;3;3;14;14;14;14;14;13;14;14;14;6;7;9;8;13;10;7;7;13;7;7;7;14;7;10;8;11;0;4;5;6;14;12;14;14;1;11;11;8
"401";"Carlslund/Brunnby Park";"Kvinna";"35-44";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";8;14;14;14;8;14;14;7;7;7;4;4;9;13;7;14;11;7;10;11;14;9;7;7;7;8;11;14;14;14;9;9;14;14;14;15;14;12;15;14;14;11;6;7;12;12;14;12;14;12;11;7;11;11;8;14;14;14;5;9;8;8;11
"402";"Södra Bollstanäs";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";8;8;11;11;7;7;7;7;5;11;8;11;11;11;11;7;7;7;10;14;7;7;7;7;7;12;7;7;14;12;7;7;11;11;6;6;14;14;13;7;12;12;13;3;10;7;7;11;14;14;6;1;9;12;3;14;12;14;11;3;6;9;6
"403";"Grimstaby";"Man";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;2;2
"404";"Odenslunda";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;9;6;9;6;4;6;5;4;5;8;6;5;9;10;9;9;9;9;9;11;10;8;5;7;5;9;10;9;8;8;9;10;11;4;15;10;10;14;6;11;10;15;6;3;8;9;10;11;9;5;3;5;6;7;8;8;10;7;7;9;9;8
"405";"Messingen/Optimus";"Man";"25-34";"Egen företagare";"Högskola/universitet";"10 år eller mer";6;11;9;12;0;5;9;10;0;14;6;10;9;11;12;12;0;10;8;8;1;0;2;3;0;4;10;8;14;14;8;9;14;12;14;14;14;14;15;8;10;12;5;7;9;8;8;13;9;14;2;6;5;11;7;14;13;14;12;4;2;2;2
"406";"Frestaby";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;9;11;10;11;10;8;10;4;10;5;10;9;7;9;6;10;6;9;9;10;6;6;6;6;6;6;11;8;8;6;8;11;11;13;15;11;6;12;4;10;9;12;11;3;10;10;10;10;10;11;8;6;8;8;10;11;11;12;12;8;12;7
"407";"Dragonvägen";"Kvinna";"55-64";"Övrigt";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";12;12;11;12;11;14;14;6;14;5;14;13;8;12;14;10;14;14;14;14;11;7;7;7;7;14;6;14;14;7;11;14;9;14;6;7;14;14;7;8;14;14;6;14;10;14;14;14;14;14;8;14;8;14;14;14;14;14;14;14;12;8;6
"408";"Norra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";8;8;7;7;7;9;9;9;3;9;9;9;9;9;9;8;8;8;8;8;8;8;6;9;7;8;8;7;7;7;10;9;7;7;12;15;8;6;3;7;11;9;14;9;7;11;11;10;9;10;6;10;7;8;9;5;7;5;10;7;6;7;10
"409";"Sigma/Apoteksskogen";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;3;14;9;10;11;7;14;9;2;7;0;9;10;14;9;8;5;10;14;7;8;1;12;8;14;2;7;10;10;14;11;14;8;13;10;14;9;1;4;10;8;4;7;0;3;4;14;7;14;10;6;12;7;4;8;14;14;14;5;10;7;10
"410";"Norra Bollstanäs";"Kvinna";"45-54";"Har sjuk- eller aktivitetsersättning";"Högskola/universitet";"10 år eller mer";14;12;12;14;13;14;14;13;4;4;12;13;14;14;11;13;8;6;11;10;14;6;14;6;12;8;5;9;14;13;8;12;10;11;6;7;14;14;3;11;14;14;6;2;7;14;8;14;13;14;11;11;7;9;10;13;12;14;8;10;4;11;8
"411";"Smedby 2";"Kvinna";"15-24";"Har sjuk- eller aktivitetsersättning";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;2;14;3;9;14;2;1;0;7;4;10;0;14;8;5;8;14;11;7;13;6;4;12;14;14;12;9;10;11;11;13;12;14;2;3;13;11;15;14;13;12;15;14;7;12;14;10;13;9;1;14;3;13;7;6;5;4;12;2;10;7;9
"412";"Vilunda/Korpkulla";"Kvinna";"45-54";"Har sjuk- eller aktivitetsersättning";"Annan eftergymnasial utbildning";"10 år eller mer";14;7;0;14;14;10;10;5;7;0;14;5;7;8;14;7;14;14;9;8;11;11;7;6;9;8;6;14;14;8;8;11;14;13;6;7;14;12;11;12;14;11;6;11;6;8;8;10;14;10;12;11;13;14;6;10;14;14;14;6;4;11;9
"413";"Odenslunda";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;4;3;2;6;6;6;8;6;8;3;8;7;7
"414";"Odenslunda";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"0-4 år";11;5;9;6;12;6;4;14;4;10;11;6;8;10;8;3;8;8;8;11;9;4;8;8;6;6;8;6;10;10;6;8;9;8;14;3;9;8;12;6;10;9;14;4;8;5;10;6;9;8;4;0;2;7;2;4;4;2;9;2;9;8;10
"415";"Vilunda/Korpkulla";"Man";"45-54";"Övrigt";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";4;3;8;9;9;1;8;2;6;7;6;8;9;4;11;9;9;10;5;8;6;8;8;8;4;8;5;8;8;8;9;6;14;6;13;14;8;8;14;14;10;10;6;6;10;8;8;8;10;14;11;1;1;7;1;6;9;6;9;7;4;4;10
"416";"Frestaby";"Man";"65+";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;10;3;6;8;9;8;11;6;11;9;3;6;8;11;5;8;9;10;7;12;8;9;5;6;6;5;8;9;7;9;6;8;9;12;14;9;10;13;7;9;11;12;7;7;8;6;5;9;7;13;6;5;10;4;8;9;11;7;3;11;12;5
"417";"Runby Backar/Lövsta";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";2;1;9;2;0;2;12;12;1;8;2;10;3;4;6;6;6;6;6;6;1;1;2;8;0;6;6;6;11;9;1;6;6;6;11;13;12;8;14;8;6;8;12;0;9;8;8;8;8;8;1;1;1;1;1;12;6;12;7;6;3;6;8
"418";"Hasselbacken";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";6;10;6;11;11;3;4;4;7;7;6;5;5;7;7;6;8;5;7;7;5;5;5;5;5;0;8;5;2;4;7;7;7;7;12;13;7;7;13;7;6;6;7;7;7;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;8;8;8
"419";"Sjukyrkoberget";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";9;9;9;8;8;7;7;7;7;7;11;10;9;9;9;8;8;10;8;9;9;9;9;9;9;5;5;6;7;7;7;7;7;7;12;13;7;7;13;7;9;9;2;7;10;7;7;7;7;7;2;4;1;7;7;11;10;11;12;10;8;8;3
"420";"Runby Backar/Lövsta";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";11;4;4;11;11;8;8;5;11;5;7;7;7;7;7;11;11;11;11;11;11;3;11;3;11;11;4;4;11;11;11;11;11;11;3;4;11;11;15;11;7;7;3;7;7;11;11;11;11;11;11;4;4;11;11;11;11;11;8;8;4;4;8
"421";"Runby Backar/Lövsta";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"422";"Odenslunda";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;8;6;8;8;10;10;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;6;10;10;6;11;11;11;10;10;11;11;2;4;11;11;15;11;11;9;14;8;7;7;7;7;7;7;3;7;8;8;9;12;12;12;12;3;5;7;10
"423";"Brunnby-Vik";"Man";"65+";"Förvärvsarbetande (anställd)";"Forskarutbildning";"10 år eller mer";10;6;9;11;7;9;9;9;6;6;8;4;4;4;9;7;7;7;7;7;9;9;7;7;7;10;8;6;11;9;8;9;10;7;12;14;10;10;13;7;7;7;13;7;7;8;6;9;7;7;1;2;2;1;3;4;4;4;0;0;12;11;10
