"Serial";"SID";"Time";"Draft";"IP.Address";"UID";"Username";"X1a..Bevara.existerande.större.grönområden";"X1b..Anlägga.parker.i.existerande.stadsdelar";"X1c..Bygga.bostäder.nära.grönområden";"X1d..Rusta.upp.befintliga.parker";"X1e..Skapa.bättre.tillgänglighet.till.större.grönområden";"X2a..Erbjuda.fler.bostadstyper";"X2b..Erbjuda.fler.lägenhetsstorlekar";"X2c..Erbjuda.småskaligt.markägande";"X2d..Bevara.de.idémässiga.grunderna.för.bebyggelsen.från.1970.talet";"X2e..Erbjuda.fler.bostäder.nära.vatten";"X3a..Blanda.trafikslagen";"X3b..Förlägga.parkering.längs.med.gator";"X3c..Vända.entréer.mot.gator";"X3d..Förlägga.publika.lokaler.i.transparenta.bottenvåningar";"X3e..Trygga.parkeringslösningar.under.bostäder";"X4a..Koppla.ihop.nya.gator.med.befintliga.för.att.stärka.kopplingen.till.intilliggande.stadsdelar.och.minska.barriärerna.som.de.stora.vägarna.utgör.";"X4b..Förbättra.kommunikationerna.nattetid.mellan.olika.delar.av.kommunen";"X4c..Förbättra.kommunikationerna.till.och.från.Uppsala";"X4d..Förbättra.de.nord.sydliga.och.öst.västliga.stråken.via.ett.finmaskigare.och.väl.integrerat.stadsnät.";"X4e..Förbättra.kommunikationerna.till.och.från.Stockholms.innerstad";"X5a..Utöka.utbudet.av.kultur..sport..och.fritidsaktiviteter";"X5b..Skapa.bättre.möjligheter.för.festivaler.och.konserter";"X5c..Skapa.fler.förutsättningar.för.utomhussporter";"X5d..Skapa.marknadsplatser.utomhus";"X5e..Erbjuda.kommunala.bidrag.för.kultur..och.fritidsprojekt";"X6a..Rusta.upp.äldre.skolor";"X6b..Bygg.nya.skolor";"X6c..Förbättra.skolgårdarnas.fysiska.miljöer";"X6d..Höj.kvaliteten.i.grundskolan";"X6e..Höj.kvaliteten.på.gymnasieutbildningarna";"X7a..Fler.kultur..och.fritidsaktiviteter.för.äldre";"X7b..Fler.kultur..och.fritidsaktiviteter.för.barn.och.ungdomar";"X7c..Förbättra.äldreomsorgen.i.kommunen";"X7d..Fler.ungdomsgårdar.och.fältassistenter";"X7e..Minska.barngrupperna.i.förskolan";"X8a..Mindre.barngrupper.i.förskolan";"X8b..Höj.kvaliteten.i.undervisningen";"X8c..Mer.kompetensutveckling.för.skolor.och.lärare";"X8d..Mer.modern.informationsteknologi..IT..i.undervisningen";"X8e..Involvera.vårdnadshavare.mer.i.skolan";"X9a..Öka.tryggheten.kring.stationsområdet";"X9b..Fler.poliser.i.centrala.Väsby";"X9c..Förbättra.belysningen.i.centrala.Väsby";"X9d..Begränsa.öppettider.för.alkoholutskänkning.i.centrala.Väsby";"X9e..Förläng.öppettider.för.affärsverksamhet.i.centrala.Väsby";"X10a..Minska.förbrukningen.av.energi";"X10b..Minska.transporter.och.buller";"X10c..Öka.klimatanpassning.och.kretsloppstänkande";"X10d..Prioritera.miljövänliga.transportsätt..gång..cykel..kollektivtrafik.";"X10e..Minska.miljögifter.och.farliga.kemikalier.i.naturen";"X1..Parker.och.grönområden";"X2..Mångfald.i.bostadsutbudet";"X3..Levandegöra.gemensamma.platser";"X4..Kommunikationer";"X5..Kultur.och.fritid";"X6..Utbildning";"X7..Omsorg";"X8..Skolan";"X9..Trygghet";"X10..Ekologisk.hållbarhet";"X12a..Bygga.bostäder.nära.vatten";"X12b..Bevara.natur.och.strandlinjer.intakta";"X13a..Förtäta.centrum.och.öka.servicen";"X13b..Bevara.grönområden.intakta";"X14a..Utveckla.centrala.Upplands.Väsby";"X14b..Satsa.på.mindre.tätorter.i.kommunen";"Var.bor.du.";"Vilken.är.din.högsta.utbildningsnivå.";"Vilken.är.din.huvudsakliga.sysselsättning.";"Hur.länge.har.du.bott.i.Upplands.Väsby.";"Hur.gammal.är.du.";"Vilket.kön.har.du."
216;303;"01/13/2015 - 21:03";0;0;0;NA;7;11;13;7;8;14;6;9;8;11;8;5;10;8;12;8;6;6;7;7;6;2;5;10;6;8;6;8;11;12;8;6;8;6;"9";"6";11;10;"9";13;9;10;"6";8;7;8;6;4;8;10;3;6;4;4;7;12;8;13;9;5;"1";NA;"8";NA;"2";NA;"Odenslunda";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"55-64";"Kvinna"
217;304;"01/13/2015 - 21:03";0;0;0;NA;11;6;5;10;7;10;8;9;8;7;8;9;8;9;8;8;10;6;9;10;8;8;6;8;7;9;10;11;12;12;9;9;8;8;"10";"12";11;12;"10";9;9;11;"8";7;7;8;9;10;11;12;5;4;5;7;8;8;9;12;10;9;"6";NA;"6";NA;"6";NA;"Sjukyrkoberget";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
218;305;"01/13/2015 - 21:07";0;0;0;NA;8;5;11;11;11;10;12;5;9;14;11;4;5;3;11;4;11;14;12;7;8;8;8;3;5;14;14;14;14;14;8;8;11;10;"10";"12";14;14;"8";4;14;12;"10";3;3;10;11;11;14;9;1;1;5;7;2;14;14;14;8;1;"0";NA;"9";NA;"8";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
219;306;"01/13/2015 - 21:10";0;0;0;NA;9;7;11;7;7;9;9;8;8;11;5;8;8;10;9;8;9;8;9;11;9;8;9;9;6;8;9;10;9;10;9;9;9;9;"10";"9";10;10;"9";8;11;11;"11";11;6;9;10;8;11;8;2;4;3;8;6;10;11;10;12;6;"3";NA;"3";NA;"3";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
220;307;"01/13/2015 - 21:10";0;0;0;NA;3;7;7;7;7;4;7;7;7;7;7;7;7;7;7;1;7;7;7;7;5;7;7;7;7;7;7;7;7;7;4;7;7;7;"7";"5";7;7;"7";7;9;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"0";NA;"1";NA;"4";NA;"Eds Glesbygd";"Högskola/universitet";"Egen företagare";"10 år eller mer";"55-64";"Kvinna"
221;308;"01/13/2015 - 21:15";0;0;0;NA;9;9;7;7;7;10;8;9;0;7;9;10;10;9;9;8;9;9;10;13;10;8;12;9;10;9;12;8;12;14;8;8;9;8;"13";"13";14;14;"14";10;12;12;"12";11;7;12;12;12;11;14;6;5;4;12;7;14;6;14;8;9;"7";NA;"6";NA;"3";NA;"Södra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
222;309;"01/13/2015 - 21:16";0;0;0;NA;10;5;8;8;14;10;8;8;1;6;6;12;9;9;6;11;6;6;14;7;7;7;7;7;7;6;9;9;14;9;7;7;7;7;"7";"6";11;9;"8";7;7;7;"7";7;10;8;8;8;11;8;8;4;7;11;4;14;5;14;11;5;"7";NA;"2";NA;"2";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
223;310;"01/13/2015 - 21:27";0;0;0;NA;7;7;7;7;7;9;9;7;7;7;7;7;7;7;7;9;9;9;9;11;7;7;7;7;7;14;14;11;11;11;9;11;10;8;"9";"9";9;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"8";NA;"2";NA;"5";NA;"Grimstaby";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
224;311;"01/13/2015 - 21:30";0;0;0;NA;14;7;4;5;6;10;8;5;4;0;10;4;6;11;7;2;3;14;4;12;9;2;8;3;4;10;0;9;11;13;4;4;4;4;"4";"8";8;8;"5";6;7;7;"7";7;7;3;10;5;11;13;6;5;3;0;5;10;4;7;7;9;"10";NA;"7";NA;"1";NA;"Prästgårdsmarken";"Forskarutbildning";"Egen företagare";"10 år eller mer";"35-44";"Man"
225;312;"01/13/2015 - 21:32";0;0;0;NA;9;9;10;9;9;11;10;10;8;10;8;8;8;8;10;11;11;11;11;11;8;8;8;10;8;11;11;11;11;11;8;11;8;11;"10";"10";11;11;"11";9;11;11;"11";10;10;10;10;10;10;10;2;9;2;12;4;14;14;14;12;7;"5";NA;"5";NA;"5";NA;"Sjukyrkoberget";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Kvinna"
226;313;"01/13/2015 - 21:34";0;0;0;NA;14;4;12;11;9;10;8;9;2;13;8;9;8;11;10;10;6;8;9;7;13;7;14;7;11;12;7;10;14;11;7;12;10;9;"7";"7";14;13;"6";10;10;12;"7";7;7;11;7;13;10;14;5;7;1;11;8;12;2;14;10;9;"5";NA;"6";NA;"4";NA;"Frestaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"5-9 år";"45-54";"Man"
227;314;"01/13/2015 - 21:35";0;0;0;NA;10;5;9;5;9;10;9;8;5;9;4;5;9;9;6;6;8;5;9;9;9;9;5;7;8;3;10;10;10;10;9;9;9;6;"9";"9";9;9;"8";8;11;11;"11";5;10;13;11;11;12;13;7;11;7;9;4;14;14;14;10;3;"8";NA;"2";NA;"2";NA;"Skälby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"45-54";"Kvinna"
228;315;"01/13/2015 - 21:35";0;0;0;NA;14;14;1;14;14;14;14;11;3;0;5;2;11;12;13;14;14;1;14;14;13;4;14;4;6;10;4;10;14;14;4;14;12;14;"14";"14";14;14;"6";7;14;13;"14";3;3;14;13;13;14;13;4;4;4;8;4;14;14;14;5;5;"10";NA;"9";NA;"3";NA;"Odenslunda";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
229;316;"01/13/2015 - 21:37";0;0;0;NA;11;10;5;7;7;9;8;8;6;8;8;8;8;10;10;8;9;7;7;7;8;8;7;7;7;8;8;8;8;8;8;8;8;8;"10";"8";7;7;"7";7;8;8;"7";7;7;8;8;8;9;8;1;0;0;0;0;0;0;0;0;0;"4";NA;"4";NA;"5";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
230;317;"01/13/2015 - 21:38";0;0;0;NA;14;9;4;14;14;12;12;8;8;3;3;0;6;6;14;8;14;6;12;7;8;8;13;9;5;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;13;13;"9";7;7;9;8;8;9;11;9;11;10;6;4;7;8;6;12;2;"10";NA;"4";NA;"2";NA;"Prästgårdsmarken";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
231;318;"01/13/2015 - 21:43";0;0;0;NA;14;9;6;9;7;8;8;9;5;2;7;5;4;8;11;9;11;6;10;5;14;4;8;6;10;13;8;9;14;10;8;11;11;10;"14";"14";8;10;"3";6;10;9;"8";8;5;14;10;11;14;14;9;4;4;4;12;14;14;14;14;14;"10";NA;"5";NA;"3";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Kvinna"
232;319;"01/13/2015 - 21:44";0;0;0;NA;10;7;6;14;3;14;12;6;7;9;8;11;10;10;11;11;10;9;9;7;9;8;6;5;11;9;9;12;14;12;8;12;11;13;"14";"14";13;12;"11";10;14;14;"10";9;6;14;11;13;10;14;9;11;6;8;8;12;14;13;13;8;"5";NA;"5";NA;"4";NA;"Norra Bollstanäs";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
233;320;"01/13/2015 - 21:48";0;0;0;NA;8;8;8;8;8;9;9;8;8;9;9;8;9;9;7;8;7;7;7;7;9;8;8;9;8;8;8;8;9;7;8;8;8;5;"9";"10";7;7;"7";7;7;7;"7";7;7;8;9;8;8;9;2;2;1;3;1;1;1;1;1;3;"5";NA;"4";NA;"2";NA;"Sigma/Apoteksskogen";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Man"
234;321;"01/13/2015 - 21:51";0;0;0;NA;14;14;8;14;14;14;14;14;11;0;6;9;9;9;14;12;14;14;9;14;14;8;14;8;12;13;11;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;14;14;14;14;14;14;7;7;7;7;7;14;13;14;13;9;"10";NA;"10";NA;"10";NA;"Södra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Egen företagare";"10 år eller mer";"25-34";"Man"
235;322;"01/13/2015 - 21:52";0;0;0;NA;12;9;6;10;11;13;12;11;8;7;5;9;6;8;12;11;13;8;12;7;9;12;9;10;8;13;4;12;14;14;11;13;9;8;"12";"11";13;12;"9";7;9;8;"7";6;11;8;9;11;10;8;6;3;7;2;1;9;8;10;5;4;"8";NA;"8";NA;"5";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Tjänstledig eller föräldraledig";"5-9 år";"25-34";"Kvinna"
236;323;"01/13/2015 - 21:55";0;0;0;NA;6;7;10;9;12;9;11;9;4;10;12;8;6;4;9;13;13;3;14;4;12;10;13;6;9;9;11;8;14;12;9;8;14;10;"14";"12";14;13;"11";8;10;9;"11";13;5;8;9;12;14;13;2;4;2;14;7;9;10;9;8;14;"3";NA;"4";NA;"3";NA;"Sigma/Apoteksskogen";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Kvinna"
237;324;"01/13/2015 - 22:01";0;0;0;NA;13;5;8;9;8;11;11;11;11;3;1;8;6;12;12;11;9;10;10;10;9;9;8;10;7;13;5;9;14;14;10;6;12;9;"10";"12";12;12;"6";6;12;12;"12";14;8;8;8;10;9;9;5;5;5;7;7;12;13;13;12;12;"10";NA;"2";NA;"3";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
238;325;"01/13/2015 - 22:05";0;0;0;NA;10;0;14;14;14;14;14;14;0;14;11;14;5;7;12;14;6;9;12;14;9;8;8;8;11;14;9;14;14;14;10;10;10;10;"10";"9";14;14;"9";8;14;8;"8";0;14;8;8;8;8;8;1;1;1;1;1;14;5;14;14;5;"0";NA;"0";NA;"0";NA;"Södra Bollstanäs";"Forskarutbildning";"Förvärvsarbetande (anställd)";"0-4 år";"45-54";"Kvinna"
239;326;"01/13/2015 - 22:14";0;0;0;NA;12;10;9;14;11;14;13;9;10;5;11;13;0;7;14;12;14;8;11;9;7;6;10;5;14;8;5;13;14;14;9;11;10;14;"13";"12";13;14;"10";11;14;13;"12";7;6;7;10;13;14;12;14;13;7;10;3;11;8;11;7;12;"10";NA;"1";NA;"5";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
240;327;"01/13/2015 - 22:15";0;0;0;NA;11;9;4;11;11;9;8;10;8;0;12;10;11;11;8;14;10;14;14;14;11;14;14;13;12;14;11;14;14;14;14;14;14;10;"14";"14";14;14;"14";14;14;14;"14";8;14;11;14;13;8;14;10;1;6;7;10;13;12;14;11;11;"10";NA;"10";NA;"1";NA;"Sjukyrkoberget";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
241;328;"01/13/2015 - 22:20";0;0;0;NA;11;6;12;13;9;11;10;6;6;13;9;8;5;6;12;8;10;10;8;10;11;13;10;10;9;9;13;9;13;13;12;12;11;11;"7";"7";12;12;"12";6;9;9;"9";7;12;8;10;9;12;10;1;11;1;2;8;9;7;9;10;3;"1";NA;"1";NA;"5";NA;"Skälby";"Gymnasium, folkhögskola eller motsvarande";"Student";"10 år eller mer";"15-24";"Kvinna"
242;329;"01/13/2015 - 22:39";0;0;0;NA;9;6;7;13;7;14;14;7;7;14;7;13;7;13;13;10;9;7;14;14;7;7;7;7;7;9;7;7;14;14;7;7;7;7;"14";"14";14;7;"7";10;11;12;"14";8;0;7;14;7;7;7;10;5;3;14;10;12;13;14;13;6;"2";NA;"1";NA;"1";NA;"Dragonvägen";"Forskarutbildning";"Pensionär";"10 år eller mer";"65+";"Man"
243;330;"01/13/2015 - 22:46";0;0;0;NA;4;5;10;8;6;11;10;8;3;5;4;11;7;9;10;10;8;4;9;13;13;0;11;9;7;11;0;9;7;14;12;10;9;14;"0";"0";14;10;"5";8;8;8;"11";6;10;2;4;5;12;5;1;5;11;12;8;12;2;10;6;0;"7";NA;"5";NA;"1";NA;"Södra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"10 år eller mer";"15-24";"Man"
244;331;"01/13/2015 - 22:48";0;0;0;NA;8;14;4;7;11;2;4;8;0;10;10;4;3;2;14;7;10;11;13;14;14;12;11;0;1;7;11;12;14;13;0;13;0;12;"14";"11";12;13;"14";7;13;14;"12";11;7;6;14;5;8;12;13;0;0;14;9;10;0;11;12;0;"5";NA;"3";NA;"0";NA;"Runby Backar/Lövsta";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Man"
245;332;"01/13/2015 - 22:49";0;0;0;NA;9;6;11;7;7;6;9;6;8;8;6;8;6;9;9;11;11;11;11;11;9;9;8;9;9;9;8;9;11;11;8;9;9;11;"11";"11";8;8;"11";7;11;7;"7";7;7;11;8;11;9;11;1;3;0;0;0;0;0;0;0;0;"8";NA;"5";NA;"2";NA;"Hasselgatan";"Högskola/universitet";"Pensionär";"5-9 år";"65+";"Kvinna"
246;333;"01/13/2015 - 22:54";0;0;0;NA;10;9;7;9;10;11;11;8;7;7;8;10;8;6;10;9;10;9;10;11;11;9;9;11;7;10;7;11;14;14;10;10;10;7;"10";"10";14;14;"7";7;14;10;"14";10;7;10;6;8;11;14;7;11;5;8;6;14;13;14;14;10;"8";NA;"7";NA;"2";NA;"Norra Bollstanäs";"Högskola/universitet";"Student";"10 år eller mer";"15-24";"Kvinna"
247;334;"01/13/2015 - 22:58";0;0;0;NA;14;8;5;8;7;9;9;8;7;6;8;6;6;8;8;6;6;8;7;7;12;6;14;7;8;9;7;9;8;8;9;9;8;8;"8";"8";9;10;"11";10;11;10;"8";12;10;13;13;11;11;11;14;3;4;3;8;8;7;6;6;8;"10";NA;"10";NA;"5";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
248;335;"01/13/2015 - 23:02";0;0;0;NA;14;9;9;10;14;12;9;7;7;4;6;8;5;8;14;4;11;8;8;7;12;4;11;10;7;11;6;12;13;8;11;14;11;14;"14";"14";14;14;"9";11;14;14;"14";14;7;11;14;11;14;11;11;6;8;14;14;14;14;14;14;14;"10";NA;"10";NA;"0";NA;"Sigma/Apoteksskogen";"Gymnasium, folkhögskola eller motsvarande";"Har sjuk- eller aktivitetsersättning";"10 år eller mer";"35-44";"Kvinna"
249;336;"01/13/2015 - 23:05";0;0;0;NA;14;10;0;9;8;13;13;8;9;5;7;7;7;7;7;7;7;6;7;4;7;9;7;7;7;9;6;9;9;9;10;10;10;7;"7";"10";10;10;"4";10;9;9;"8";8;5;10;8;9;9;14;12;7;5;3;3;3;10;3;10;14;"10";NA;"10";NA;"10";NA;"Smedby 3";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
250;337;"01/13/2015 - 23:48";0;0;0;NA;14;9;0;14;9;14;11;10;8;0;14;11;11;11;0;14;14;14;14;14;11;11;11;12;10;14;9;14;14;12;14;14;14;14;"7";"7";13;13;"9";11;9;10;"11";0;10;9;9;14;14;7;2;14;10;14;11;12;11;11;7;11;"10";NA;"2";NA;"10";NA;"Carlslund/Brunnby Park";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
251;338;"01/13/2015 - 23:52";0;0;0;NA;14;6;6;8;9;7;10;14;7;3;7;11;13;11;14;7;14;14;7;9;8;3;7;14;14;13;0;8;14;7;10;9;11;8;"14";"14";14;9;"0";7;12;7;"12";7;12;14;7;14;14;14;2;0;0;5;0;5;5;5;0;14;"9";NA;"9";NA;"9";NA;"Smedby 3";"Grundskola eller motsvarande obligatorisk skola";"Student";"0-4 år";"15-24";"Kvinna"
252;339;"01/13/2015 - 23:54";0;0;0;NA;6;12;14;8;7;7;7;9;4;14;5;4;7;6;9;9;7;10;8;14;8;7;7;7;0;7;7;7;7;7;11;7;10;7;"7";"7";7;7;"7";7;7;7;"7";7;14;9;7;9;14;14;6;6;6;14;1;1;6;1;2;10;"3";NA;"4";NA;"3";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
253;340;"01/13/2015 - 23:54";0;0;0;NA;10;3;3;3;10;3;3;11;11;4;9;9;9;3;11;11;11;3;7;11;11;4;4;8;11;8;5;8;11;14;8;9;9;11;"7";"7";7;7;"7";7;10;10;"10";3;7;9;9;5;5;6;6;3;6;12;4;12;7;5;5;12;"10";NA;"10";NA;"10";NA;"Norra Bollstanäs";"Högskola/universitet";"Egen företagare";"10 år eller mer";"45-54";"Kvinna"
254;341;"01/14/2015 - 06:07";0;0;0;NA;8;7;10;7;7;10;6;9;5;10;7;7;7;7;7;9;6;6;8;10;8;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";11;7;"7";7;5;5;"5";3;9;11;6;9;3;10;7;10;2;14;6;4;8;4;7;12;"0";NA;"0";NA;"5";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
255;342;"01/14/2015 - 07:09";0;0;0;NA;11;11;3;11;7;11;11;7;7;7;3;11;7;7;11;3;7;11;11;11;7;7;7;7;7;11;5;11;11;7;8;11;11;8;"11";"11";11;11;"7";11;11;11;"4";7;5;11;11;11;11;11;7;5;5;7;4;4;7;7;7;7;"7";NA;"10";NA;"8";NA;"Johannesdal";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
256;343;"01/14/2015 - 07:33";0;0;0;NA;14;0;0;7;7;7;7;7;14;0;0;12;7;7;1;0;4;10;8;12;11;1;10;4;5;10;0;8;14;14;6;8;9;7;"14";"14";14;14;"5";2;7;7;"7";13;0;14;14;14;14;14;7;7;3;6;4;14;7;14;7;14;"10";NA;"10";NA;"1";NA;"Prästgårdsmarken";"Högskola/universitet";"Student";"10 år eller mer";"25-34";"Man"
257;344;"01/14/2015 - 07:37";0;0;0;NA;14;10;9;8;7;12;13;9;7;7;10;7;8;8;12;7;14;8;8;13;13;6;13;7;7;11;7;10;12;12;14;14;14;14;"14";"14";13;12;"12";10;12;12;"11";7;7;8;10;10;10;7;3;7;5;8;9;13;13;13;5;4;"8";NA;"5";NA;"6";NA;"Brunnby-Vik";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
258;345;"01/14/2015 - 07:51";0;0;0;NA;6;6;9;8;7;13;12;12;14;12;13;13;13;13;13;13;13;13;13;13;7;7;7;7;7;14;14;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";7;7;14;12;12;14;14;6;14;10;12;8;14;14;14;14;6;"5";NA;"5";NA;"4";NA;"Folkparksområdet";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
259;346;"01/14/2015 - 07:55";0;0;0;NA;7;8;14;8;8;14;14;14;6;7;7;8;14;8;8;6;10;7;9;10;2;1;0;7;1;8;6;7;14;14;8;7;8;8;"8";"7";14;10;"13";1;9;10;"10";7;9;0;7;0;7;0;1;4;1;4;0;8;1;8;14;0;"0";NA;"2";NA;"5";NA;"Kavallerigatan/Vilundaparken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"15-24";"Man"
260;347;"01/14/2015 - 07:56";0;0;0;NA;8;5;8;10;7;8;8;10;5;11;4;11;10;11;8;7;7;7;7;7;11;3;9;10;5;11;3;9;10;10;5;9;5;9;"5";"4";8;9;"9";3;9;11;"9";5;11;5;5;6;9;9;1;0;0;0;0;0;0;0;0;0;"4";NA;"6";NA;"5";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
261;348;"01/14/2015 - 08:01";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Runby";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"65+";"Kvinna"
262;349;"01/14/2015 - 08:01";0;0;0;NA;11;5;12;8;14;5;8;13;3;13;4;8;13;13;7;14;3;4;14;13;5;9;14;6;4;13;2;11;14;7;10;6;10;14;"9";"6";14;8;"12";7;11;14;"7";7;7;8;5;8;14;14;8;6;7;12;8;14;10;14;7;5;"5";NA;"3";NA;"0";NA;"Norra Bollstanäs";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
263;350;"01/14/2015 - 08:04";0;0;0;NA;14;7;7;7;7;14;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;7;7;7;7;9;7;7;7;7;14;7;7;7;"7";"9";7;7;"7";7;7;7;"7";7;7;9;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"6";NA;"6";NA;"Hasselgatan";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
264;351;"01/14/2015 - 08:11";0;0;0;NA;10;4;13;6;6;10;10;11;3;14;3;8;10;9;10;11;9;4;7;7;11;10;8;12;8;8;9;5;11;13;4;2;14;5;"13";"14";14;10;"12";9;3;11;"5";0;5;5;12;11;10;7;6;10;2;14;5;9;14;13;10;3;"2";NA;"3";NA;"3";NA;"Skälby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
265;352;"01/14/2015 - 08:18";0;0;0;NA;10;6;10;5;5;10;10;9;5;9;5;10;9;10;9;9;5;5;8;9;11;5;6;4;9;8;10;8;10;11;10;7;9;9;"10";"10";11;8;"11";7;8;10;"6";3;5;8;6;9;5;10;2;7;5;6;8;11;10;12;4;9;"7";NA;"6";NA;"7";NA;"Södra Bollstanäs";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
266;353;"01/14/2015 - 08:18";0;0;0;NA;14;9;4;11;10;12;11;10;8;2;6;8;6;6;10;10;11;11;12;12;12;8;8;9;10;11;10;12;14;13;8;12;12;13;"14";"14";14;9;"8";13;8;9;"6";10;4;14;14;14;14;14;2;2;1;1;1;2;2;2;1;2;"10";NA;"9";NA;"5";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Man"
267;354;"01/14/2015 - 08:28";0;0;0;NA;14;8;3;11;5;14;14;7;10;1;5;12;7;14;14;0;8;12;0;14;14;14;14;7;14;14;0;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"10";3;7;7;12;14;7;14;14;14;9;5;14;7;11;7;11;11;"10";NA;"10";NA;"7";NA;"Kavallerigatan/Vilundaparken";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"5-9 år";"45-54";"Kvinna"
